repeat    mu        y
    2      0    -0.26531
    2      0    -0.66458
    2      0    -0.85277
    2      0     1.37131
    2      0    -0.28544
    2      0    -1.16005
    2      0     1.75321
    2      0     0.31413
    2      0    -1.05102
    2      0     0.90669
    2      0    -0.25700
    2      0    -0.05156
    2      0     1.88206
    2      0    -0.51422
    2      0     0.00726
    2      0     1.16992
    2      0     0.27963
    2      0     0.39886
    2      0     0.26266
    2      0     0.71448
    2      0     0.97553
    2      0    -0.16806
    2      0    -0.08153
    2      0    -1.12377
    2      0     0.15582
    2      0    -1.64120
    2      0    -0.22859
    2      0     0.93031
    2      0     1.83940
    2      0     0.04944
    2      0     2.67512
    2      0    -0.08136
    2      0     1.03500
    2      0     0.05048
    2      0    -0.03298
    2      0    -1.02178
    2      0    -0.38465
    2      0     1.97938
    2      0     0.31281
    2      0     0.47121
    2      0     0.09712
    2      0    -1.56029
    3      0    -0.39358
    3      0     0.04415
    3      0    -0.66364
    3      0     0.50430
    3      0    -0.35414
    3      0     0.51905
    3      0     1.20432
    3      0    -0.39236
    3      0     0.59368
    3      0     1.06128
    3      0     1.05399
    3      0    -0.70859
    3      0    -0.30005
    3      0    -0.56810
    3      0     0.24165
    3      0     0.06914
    3      0     0.03335
    3      0     0.29679
    3      0    -0.29667
    3      0    -0.43689
    3      0    -1.09260
    3      0    -0.19599
    3      0     0.97913
    3      0    -0.61736
    3      0    -0.49525
    3      0    -0.00982
    3      0     1.15541
    3      0    -0.93935
    3      0    -0.51616
    3      0    -0.20666
    3      0     1.59466
    3      0    -0.48543
    3      0     1.83927
    3      0     0.87076
    3      0     0.53530
    3      0    -0.10670
    3      0    -1.65457
    3      0    -0.75139
    3      0    -1.08402
    3      0    -0.02242
    3      0     1.18422
    3      0    -1.69108
    3      0     1.33737
    3      0    -0.71025
    3      0    -0.15420
    3      0     2.45444
    3      0     1.19322
    3      0    -0.73831
    3      0    -1.30988
    3      0    -0.38958
    3      0    -0.05811
    3      0     1.56501
    3      0    -0.30879
    3      0    -0.37711
    3      0    -0.10793
    3      0     0.21887
    3      0     0.83751
    3      0    -0.04842
    3      0     0.13841
    3      0     0.04816
    3      0    -0.79213
    3      0     1.02132
    3      0     0.31707
    3      0     0.78185
    3      0     1.83222
    3      0    -1.02368
    3      0     1.30035
    3      0     0.24431
    3      0     0.05769
    3      0     0.59644
    3      0    -1.08014
    3      0     1.20933
    3      0    -0.07527
    3      0    -0.23478
    3      0    -0.71881
    3      0     0.63162
    3      0    -1.41395
    3      0    -0.24733
    3      0     0.64717
    3      0     1.33733
    3      0    -0.50808
    3      0    -0.19183
    3      0    -0.46845
    3      0     0.38168
    3      0     0.01668
    3      0     0.13735
    3      0    -1.15227
    3      0    -0.43400
    3      0    -1.22677
    3      0     0.38506
    3      0     0.81310
    3      0     0.55168
    3      0     1.67795
    3      0    -1.17942
    3      0     2.47454
    3      0    -0.47865
    3      0     0.22595
    3      0    -0.69826
    3      0    -1.43080
    3      0     1.51208
    3      0    -0.47598
    3      0    -0.85407
    3      0    -1.22751
    3      0     1.60031
    3      0     3.19364
    3      0     1.36356
    3      0     0.20726
    3      0    -0.40418
    3      0     0.10308
    3      0    -0.09477
    3      0     0.26486
    3      0    -0.39761
    3      0    -0.50333
    3      0    -0.26993
    3      0    -0.82277
    3      0     0.12878
    3      0     0.62206
    3      0     2.35535
    3      0     0.47034
    3      0    -1.26643
    3      0     0.13423
    3      0     0.47476
    3      0     1.55524
    3      0    -0.06573
    3      0     1.46555
    3      0     1.98158
    3      0     0.98833
    3      0    -0.82004
    3      0     1.31159
    3      0    -1.24107
    3      0    -1.86392
    3      0     1.06146
    3      0     1.57329
    3      0     0.88134
    3      0    -0.51273
    3      0     0.91746
    3      0     0.59149
    3      0     0.88770
    3      0     1.59320
    3      0     0.05017
    3      0     0.99418
    3      0    -0.68425
    3      0     2.17875
    3      0    -0.66407
    3      0    -1.57205
    3      0     1.61127
    3      0    -1.90806
    3      0    -0.82085
    3      0     0.87085
    3      0    -0.79872
    4      0    -0.00468
    4      0     1.77315
    4      0    -1.12886
    4      0    -0.14312
    4      0    -0.82149
    4      0     1.17260
    4      0     0.92351
    4      0    -0.06175
    4      0     0.71302
    4      0    -0.05591
    4      0     0.23532
    4      0     0.03592
    4      0     0.13131
    4      0     0.26336
    4      0     0.65329
    4      0    -0.49982
    4      0    -0.20609
    4      0    -0.31997
    4      0    -0.73857
    4      0     0.68893
    4      0    -1.05355
    4      0    -1.23332
    4      0    -0.98053
    4      0    -0.38348
    4      0    -0.41088
    4      0     0.86955
    4      0    -0.62128
    4      0     0.30327
    4      0    -1.08750
    4      0    -0.74801
    4      0     0.45251
    4      0    -0.94703
    4      0    -1.01413
    4      0    -0.12408
    4      0    -1.10362
    4      0    -2.10057
    4      0    -1.03178
    4      0     2.42743
    4      0     0.57686
    4      0    -0.60329
    4      0    -0.09705
    4      0    -0.82338
    4      0     1.51548
    4      0    -0.33117
    4      0    -0.16953
    4      0    -1.12534
    4      0     0.02846
    4      0     0.10876
    4      0     2.25302
    4      0    -0.03877
    4      0    -0.09892
    4      0    -1.79689
    4      0     0.65817
    4      0    -0.35023
    4      0    -0.94502
    4      0     1.08503
    4      0     0.78553
    4      0     0.42310
    4      0    -0.03483
    4      0    -0.97765
    4      0     1.71979
    4      0    -0.24411
    4      0    -0.01998
    4      0     1.83651
    4      0     2.12569
    4      0    -0.67319
    4      0     0.50501
    4      0    -1.75080
    4      0     0.47994
    4      0    -0.57007
    4      0     0.65375
    4      0     0.78881
    4      0    -0.38843
    4      0     0.89669
    4      0     0.08760
    4      0    -0.44843
    4      0     0.71152
    4      0     0.26945
    4      0    -1.56730
    4      0    -0.78078
    4      0     1.03622
    4      0    -1.30044
    4      0    -0.10292
    4      0    -0.51674
    4      0     0.59657
    4      0     1.64058
    4      0     0.97442
    4      0     0.26051
    4      0    -0.75403
    4      0    -0.97358
    4      0     0.17342
    4      0    -0.45409
    4      0    -0.88412
    4      0     0.52526
    4      0    -0.48566
    4      0     0.44550
    4      0    -0.04981
    4      0     1.11232
    4      0     0.95958
    4      0    -0.70357
    4      0     0.38738
    4      0    -0.62859
    4      0     1.03478
    4      0    -0.79080
    4      0     0.67941
    4      0     0.46780
    4      0     1.73600
    4      0    -0.46753
    4      0    -0.36640
    4      0    -0.76261
    4      0     0.20022
    4      0    -0.66796
    4      0    -0.08781
    4      0    -1.46676
    4      0    -0.28807
    4      0    -0.10488
    4      0    -0.98949
    4      0     0.34621
    4      0    -0.05244
    4      0    -2.31552
    4      0     1.64772
    4      0     0.41587
    4      0     1.48582
    4      0     2.54933
    4      0    -0.25307
    4      0    -1.56960
    4      0     2.15934
    4      0     1.58137
    4      0     0.91326
    4      0    -0.96464
    4      0    -0.86784
    4      0    -0.41200
    4      0    -0.00799
    4      0     0.88972
    4      0    -0.99139
    4      0     0.42022
    4      0     0.41627
    4      0    -0.13584
    4      0     0.98568
    4      0    -0.29335
    4      0    -0.12537
    4      0     0.35513
    4      0    -0.59032
    4      0     0.56795
    4      0     1.56421
    4      0     1.41935
    4      0    -0.60113
    4      0     1.54958
    4      0     0.95966
    4      0     0.19026
    5      0     2.16571
    5      0    -0.10189
    5      0    -0.85182
    5      0     0.74165
    5      0    -0.40217
    5      0    -1.25972
    5      0     0.05000
    5      0     0.19968
    5      0     0.49701
    5      0    -1.11586
    5      0    -0.27324
    5      0    -0.29883
    5      0    -1.07024
    5      0    -0.07416
    5      0     0.11229
    5      0     0.40895
    5      0     1.55867
    5      0     2.07126
    5      0     0.43722
    5      0    -0.27037
    5      0    -1.30151
    5      0    -1.11133
    5      0     0.73695
    5      0     2.42386
    5      0     1.85387
    5      0     0.71089
    5      0    -1.02196
    5      0    -0.21241
    5      0     0.11339
    5      0    -1.52164
    5      0     1.58974
    5      0     1.08668
    5      0    -1.58791
    5      0     1.62300
    5      0    -0.48181
    5      0    -0.34867
    5      0     0.09889
    5      0     0.42235
    5      0    -0.54366
    5      0     0.44119
    5      0    -0.78939
    5      0     0.17964
    5      0     0.90575
    5      0    -0.10476
    5      0    -0.30076
    5      0     1.05801
    5      0    -2.02407
    5      0    -1.13165
    5      0     0.76838
    5      0    -0.78505
    5      0     0.97794
    5      0    -0.02931
    5      0     0.52635
    5      0     0.89451
    5      0    -1.79584
    5      0     1.03256
    5      0     0.19210
    5      0    -0.11580
    5      0     0.18041
    5      0    -0.54465
    5      0     1.48008
    5      0    -0.35931
    5      0    -1.59900
    5      0    -0.88665
    5      0     0.36577
    5      0     0.70515
    5      0     1.27676
    5      0    -0.47361
    5      0     1.41165
    5      0     0.79550
    5      0    -1.58405
    5      0    -0.26991
    5      0     1.10571
    5      0     0.59929
    5      0    -0.17173
    5      0     0.14755
    5      0     1.56369
    5      0     0.77958
    5      0    -0.58189
    5      0     0.35530
    5      0     0.35683
    5      0    -0.05905
    5      0    -0.54368
    5      0    -1.05754
    5      0     1.08369
    5      0    -0.36976
    5      0    -0.33081
    5      0    -0.06420
    5      0     0.94864
    5      0     1.30876
    5      0    -0.21664
    5      0     0.60342
    5      0     0.97811
    5      0     0.01792
    5      0    -1.44548
    5      0     0.30583
    5      0     1.47744
    5      0    -0.42537
    5      0    -0.32901
    5      0    -0.36171
    5      0    -0.49615
    5      0     0.46905
    5      0     0.39321
    5      0     0.40340
    5      0    -1.54639
    5      0     0.51221
    5      0     0.61347
    5      0    -0.10366
    5      0    -0.01649
    5      0    -0.48275
    5      0    -1.80207
    5      0    -0.76897
    5      0    -1.80563
    5      0     0.93978
    5      0    -0.44955
    5      0     2.00633
    5      0    -2.33037
    5      0    -1.21516
    5      0    -0.49154
    5      0     1.23963
    5      0     0.01690
    5      0    -1.89115
    5      0     0.33054
    5      0     0.46026
    5      0     1.26486
    5      0    -0.81213
    5      0    -1.02480
    5      0     0.92731
    5      0    -0.03011
    5      0    -0.54407
    5      0     0.49965
    5      0     0.70417
    5      0     1.05989
    5      0     1.00704
    5      0     1.87654
    5      0     0.06802
    5      0    -0.55296
    5      0     0.81015
    5      0     1.29066
    5      0    -1.53038
    5      0     1.15128
    5      0    -1.38261
    5      0     0.00578
    5      0    -0.64917
    5      0     0.08877
    5      0    -1.19961
    5      0    -0.79768
    5      0    -1.19160
    5      0    -1.57484
    5      0    -1.31053
    6      0     0.92102
    6      0     0.56669
    6      0     2.28509
    6      0    -0.48222
    6      0    -0.40496
    6      0    -1.95124
    6      0     0.17408
    6      0     0.42172
    6      0     0.69226
    6      0     0.98423
    6      0    -0.34648
    6      0     0.17205
    6      0    -0.41063
    6      0    -0.04684
    6      0    -0.11663
    6      0     0.13957
    6      0    -1.26137
    6      0    -1.08407
    6      0    -0.05486
    6      0     1.08622
    6      0    -0.21932
    6      0    -0.85329
    6      0    -2.02224
    6      0    -0.64157
    6      0     0.74016
    6      0     1.59370
    6      0     0.15949
    6      0     0.38176
    6      0     0.88622
    6      0    -1.48811
    6      0    -1.39059
    6      0     0.11182
    6      0     0.08445
    6      0    -0.72134
    6      0    -1.01693
    6      0     0.80891
    6      0     0.53057
    6      0     0.34540
    6      0     1.60299
    6      0     0.18840
    6      0    -2.02261
    6      0     1.57342
    6      0    -0.07944
    6      0    -0.48311
    6      0     1.35466
    6      0     1.63312
    6      0     0.40455
    6      0    -0.81519
    6      0    -0.47563
    6      0    -0.19374
    6      0     2.64090
    6      0     0.11097
    6      0    -0.44365
    6      0     0.65764
    6      0     1.91354
    6      0    -0.01757
    6      0    -0.15917
    6      0    -0.01720
    6      0     2.79264
    6      0     0.62577
    6      0     0.01572
    6      0     1.69322
    6      0    -0.57773
    6      0     0.62584
    6      0     2.20763
    6      0     0.61491
    6      0    -0.26162
    6      0    -0.95020
    6      0     0.98196
    6      0    -1.85712
    6      0     0.25700
    6      0     1.59318
    6      0     1.93938
    6      0     0.31281
    6      0    -0.68137
    6      0    -0.15468
    6      0     0.06436
    6      0    -1.72433
    6      0    -1.17945
    6      0     0.70107
    6      0    -0.02775
    6      0    -0.80666
    6      0     0.70750
    6      0    -1.30489
    6      0    -0.93152
    6      0     0.39658
    6      0     2.72158
    6      0    -1.43162
    6      0    -0.27318
    6      0     1.31303
    6      0     1.22178
    6      0     0.70828
    6      0     0.11827
    6      0    -2.42921
    6      0    -0.01642
    6      0     0.22482
    6      0     0.91170
    6      0    -0.20929
    6      0    -0.89484
    6      0    -0.54127
    6      0     0.32548
    6      0     0.85010
    6      0     1.48897
    6      0    -0.59975
    6      0    -1.28796
    6      0    -0.36616
    6      0     3.04057
    6      0     0.04590
    6      0     0.65399
    6      0     0.01801
    6      0    -0.18433
    6      0    -0.16167
    6      0     3.17382
    6      0    -0.00212
    6      0    -1.03994
    6      0     0.26152
    6      0     0.70094
    6      0     0.94992
    6      0     2.35450
    6      0     0.73976
    6      0    -0.89006
    6      0     0.07514
    6      0    -0.69022
    6      0    -0.63003
    6      0     0.21625
    6      0     1.49767
    6      0     1.41836
    6      0    -0.92036
    6      0    -0.42828
    6      0    -0.26297
    6      0    -0.29555
    6      0     0.24137
    6      0    -0.43399
    6      0    -0.85192
    6      0    -1.12968
    6      0     0.81976
    6      0     1.95830
    6      0     1.16943
    6      0    -0.38770
    6      0    -0.90025
    6      0     0.96345
    6      0    -1.01782
    6      0     1.18893
    6      0    -2.16650
    6      0     0.78407
    6      0    -1.00437
    6      0     0.03505
    6      0    -0.16280
    6      0    -1.13091
    6      0     0.97980
    7      0     0.03616
    7      0     0.66057
    7      0     1.06337
    7      0     0.35617
    7      0     0.09109
    7      0    -1.00067
    7      0     0.98171
    7      0    -0.81462
    7      0     0.00380
    7      0    -0.81281
    7      0     0.63159
    7      0     1.20830
    7      0    -1.10711
    7      0    -0.76883
    7      0     1.09583
    7      0    -0.84809
    7      0    -0.91438
    7      0    -0.14741
    7      0    -0.56794
    7      0    -0.86305
    7      0     0.39135
    7      0     0.55125
    7      0    -0.04678
    7      0     1.95947
    7      0    -0.33291
    7      0    -1.46856
    7      0    -0.20584
    7      0     1.68991
    7      0    -2.22185
    7      0    -0.10812
    7      0     0.55297
    7      0    -0.88015
    7      0    -0.04828
    7      0     0.22889
    7      0     1.67196
    7      0     1.25076
    7      0     1.59262
    7      0    -1.03823
    7      0     0.75929
    7      0     1.09573
    7      0     0.81332
    7      0     0.35219
    7      0     0.57377
    7      0     2.78944
    7      0     0.45900
    7      0     2.79525
    7      0     0.92398
    7      0    -0.56900
    7      0    -1.65689
    7      0     1.22915
    7      0     1.15841
    7      0     0.11149
    7      0     0.23326
    7      0     0.12984
    7      0    -0.92263
    7      0     2.78051
    7      0     0.62060
    7      0    -0.82919
    7      0    -0.81978
    7      0    -0.21816
    7      0     0.85054
    7      0     0.60096
    7      0    -0.44477
    7      0     1.88163
    7      0    -1.76336
    7      0    -0.27604
    7      0    -0.24993
    7      0    -0.38704
    7      0     0.64686
    7      0    -0.21655
    7      0    -2.60593
    7      0    -0.62305
    7      0     0.09851
    7      0     0.21933
    7      0     1.04714
    7      0    -0.19031
    7      0    -1.76845
    7      0     1.46770
    7      0    -0.66738
    7      0    -1.48527
    7      0     0.97350
    7      0     1.24268
    7      0    -1.57508
    7      0    -1.00622
    7      0    -1.64905
    7      0     1.36495
    7      0    -0.33354
    7      0    -0.48291
    7      0    -0.21430
    7      0    -1.17082
    7      0     0.12039
    7      0    -0.31027
    7      0    -0.12602
    7      0     0.04372
    7      0     0.98832
    7      0     1.92191
    7      0    -0.34791
    7      0     0.08506
    7      0     1.62620
    7      0    -0.11455
    7      0    -2.23267
    7      0     0.34603
    7      0    -1.34290
    7      0    -1.28805
    7      0    -1.62647
    7      0     0.01557
    7      0     0.27498
    7      0    -1.31963
    7      0     0.09018
    7      0    -0.79467
    7      0     1.02730
    7      0    -2.34235
    7      0     0.92274
    7      0    -0.91246
    7      0    -1.05065
    7      0    -0.76735
    7      0    -0.30430
    7      0    -0.26086
    7      0    -0.21300
    7      0     0.13131
    7      0     1.19576
    7      0    -1.00996
    7      0    -0.43406
    7      0    -0.85468
    7      0     0.57366
    7      0     0.08259
    7      0    -1.21567
    7      0     1.24851
    7      0     0.88828
    7      0     0.99223
    7      0     0.85099
    7      0    -2.35694
    7      0    -0.45339
    7      0     0.13086
    7      0    -0.45103
    7      0     0.34743
    7      0     1.35702
    7      0    -0.10760
    7      0    -1.92497
    7      0     1.35141
    7      0    -0.90123
    7      0     0.27249
    7      0     0.13243
    7      0     0.23639
    7      0    -1.33666
    7      0    -0.74637
    7      0     0.40578
    7      0     2.09577
    7      0    -1.11334
    7      0    -1.57328
    8      0     1.11751
    8      0     0.49603
    8      0    -0.47123
    8      0     2.42799
    8      0     1.44797
    8      0    -0.22124
    8      0    -0.80705
    8      0     0.49641
    8      0    -1.59611
    8      0    -0.93390
    8      0    -0.47623
    8      0    -0.31041
    8      0    -0.54398
    8      0    -0.13683
    8      0    -0.57342
    8      0    -0.58702
    8      0     0.52302
    8      0     0.85180
    8      0    -1.24465
    8      0    -0.05709
    8      0     0.59503
    8      0    -0.34744
    8      0    -0.40819
    8      0     0.27724
    8      0    -0.69895
    8      0    -0.98038
    8      0     1.30434
    8      0    -1.60550
    8      0    -1.32088
    8      0     0.23718
    8      0    -0.89551
    8      0     0.75271
    8      0     0.61672
    8      0    -0.35434
    8      0    -0.43155
    8      0     2.13357
    8      0    -1.49686
    8      0    -0.47679
    8      0     0.99416
    8      0    -0.23400
    8      0     0.53849
    8      0     0.30150
    8      0     1.30581
    8      0     0.86517
    8      0     2.47510
    8      0    -0.97482
    8      0    -0.53441
    8      0     0.62018
    8      0     2.07293
    8      0    -0.87507
    8      0    -0.51155
    8      0     0.66988
    8      0    -0.58393
    8      0     1.04441
    8      0    -1.08386
    8      0    -1.63840
    8      0    -0.54626
    8      0    -0.48418
    8      0     2.34317
    8      0    -0.22513
    8      0    -1.29635
    8      0     0.14379
    8      0    -0.92679
    8      0     0.73704
    8      0     0.83605
    8      0     0.72849
    8      0     1.02086
    8      0    -0.23771
    8      0     2.49721
    8      0     0.94737
    8      0    -0.12673
    8      0    -0.83424
    8      0    -0.49195
    8      0    -0.64067
    8      0     0.77077
    8      0     1.45965
    8      0     0.46250
    8      0     0.12642
    8      0    -0.93241
    8      0     0.06806
    8      0    -0.18230
    8      0    -0.12753
    8      0    -0.25447
    8      0    -2.42860
    8      0     0.63310
    8      0     0.42824
    8      0     0.38132
    8      0    -0.15549
    8      0     0.17711
    8      0    -0.41662
    8      0    -0.58179
    8      0    -0.71667
    8      0     0.19982
    8      0    -0.12648
    8      0    -0.29588
    8      0     0.67793
    8      0    -0.69760
    8      0     0.49388
    8      0    -1.25413
    8      0    -0.63373
    8      0     0.59357
    8      0     0.14642
    8      0    -0.10890
    8      0    -0.33413
    8      0     0.12147
    8      0     0.65809
    8      0    -0.05726
    8      0    -0.37155
    8      0     1.25296
    8      0    -0.70612
    8      0    -1.09965
    8      0     1.05828
    8      0    -0.06705
    8      0     1.34828
    8      0     0.08536
    8      0     2.26945
    8      0    -0.39578
    8      0     1.28805
    8      0    -0.15421
    8      0    -0.53221
    8      0    -1.08254
    8      0     0.99315
    8      0     0.18549
    8      0     0.12099
    8      0    -0.57364
    8      0     1.38867
    8      0    -0.13843
    8      0    -0.14152
    8      0    -0.78898
    8      0     1.53362
    8      0     0.65049
    8      0    -1.91087
    8      0    -0.01696
    8      0     1.21530
    8      0     1.28260
    8      0    -0.77953
    8      0    -1.63738
    8      0    -0.78938
    8      0    -0.45481
    8      0    -0.03695
    8      0    -0.51260
    8      0    -1.04215
    8      0    -0.10717
    8      0     1.32308
    8      0    -0.09958
    8      0    -0.15789
    8      0     1.40052
    8      0    -0.95863
    8      0     0.80938
    8      0    -0.46268
    9      0     0.45127
    9      0     0.03710
    9      0    -0.43598
    9      0    -1.79925
    9      0    -0.14137
    9      0    -2.08569
    9      0    -0.02257
    9      0    -2.61936
    9      0    -0.90340
    9      0    -1.03112
    9      0     0.43376
    9      0     0.10098
    9      0    -1.38243
    9      0     0.33094
    9      0     0.13234
    9      0     0.95703
    9      0     0.55666
    9      0     0.21310
    9      0     0.53011
    9      0     0.34040
    9      0     1.61965
    9      0    -0.12413
    9      0    -0.05766
    9      0     0.35009
    9      0    -0.62341
    9      0     0.80350
    9      0    -0.38374
    9      0    -0.45571
    9      0    -1.12466
    9      0    -0.31643
    9      0     0.82873
    9      0    -0.06242
    9      0    -0.54761
    9      0     0.68392
    9      0     0.90928
    9      0     0.00588
    9      0     0.29203
    9      0    -1.64381
    9      0    -1.57384
    9      0    -0.10949
    9      0     1.32607
    9      0     2.32985
    9      0    -0.27818
    9      0    -0.80851
    9      0     2.09544
    9      0     0.53851
    9      0    -1.64119
    9      0     0.86010
    9      0     0.46045
    9      0    -2.50954
    9      0     0.62035
    9      0    -1.00220
    9      0    -0.11460
    9      0    -1.97836
    9      0    -0.12357
    9      0    -0.24842
    9      0    -0.28747
    9      0    -0.72111
    9      0     1.20601
    9      0     0.21310
    9      0     0.73855
    9      0    -0.24716
    9      0    -2.49664
    9      0     0.31438
    9      0    -0.38898
    9      0    -1.22959
    9      0    -1.31428
    9      0    -0.61229
    9      0    -0.93523
    9      0     0.72719
    9      0    -0.22806
    9      0    -0.31648
    9      0     0.19929
    9      0    -0.74100
    9      0     1.88632
    9      0    -0.56935
    9      0    -0.08747
    9      0     1.33677
    9      0    -2.36065
    9      0     1.72440
    9      0    -0.79109
    9      0    -0.63988
    9      0    -1.50986
    9      0     1.53400
    9      0    -0.73630
    9      0    -1.51641
    9      0     0.58335
    9      0    -1.69903
    9      0    -1.63686
    9      0     0.90793
    9      0    -0.81500
    9      0    -0.28900
    9      0    -0.19380
    9      0     0.86822
    9      0     0.82067
    9      0     0.87769
    9      0    -0.54173
    9      0     0.54532
    9      0     0.04685
    9      0    -1.26935
    9      0     1.94957
    9      0    -0.31464
    9      0    -1.42003
    9      0     0.91672
    9      0    -1.03144
    9      0     0.94392
    9      0     0.01103
    9      0     0.23711
    9      0    -0.80047
    9      0     1.30415
    9      0     0.50736
    9      0    -0.58188
    9      0    -0.27936
    9      0    -0.48503
    9      0     0.30381
    9      0    -0.05449
    9      0    -1.63716
    9      0    -1.40802
    9      0     1.34940
    9      0    -1.98182
    9      0     1.19269
    9      0     0.36112
    9      0     0.00461
    9      0    -0.58411
    9      0     0.65181
    9      0    -0.36485
    9      0    -0.48134
    9      0    -0.79082
    9      0     1.48636
    9      0    -1.02921
