repeat       mu           y
    1     -0.43805     0.03271
    1     -1.07849    -0.91235
    1     -0.92181    -0.17560
    1      0.08354    -0.27657
    1     -0.10542     0.39695
    1     -1.07728    -0.19822
    1      0.07254     1.10161
    1      0.28928     0.31219
    1      0.56322     0.35647
    1      0.82854     2.03601
    1     -0.23828    -0.46254
    1     -0.73387    -0.48879
    1      0.45582    -0.89401
    1     -0.83995    -0.69912
    1     -0.11220     0.26954
    1     -0.72549    -1.42620
    1     -0.79837     1.28835
    1     -0.71802    -0.12811
    1     -0.62608     1.39882
    1     -0.14249     0.77396
    1      0.09314     0.41430
    1     -0.16516     0.64690
    1      0.14180     2.48716
    1     -1.17335     0.17150
    1      0.06799    -1.19319
    1     -1.22062    -2.43404
    1     -0.25464    -0.37644
    1      0.62653     0.12884
    1     -0.12670    -0.60737
    1     -0.37893    -0.91942
    1     -0.13496     0.05227
    1     -0.47083     0.99710
    1      0.77653     0.55409
    1      1.62300     1.59879
    1      0.26931     0.32614
    1      0.34182     1.33539
    1      0.64478     0.96091
    1      0.32097    -1.40356
    1      1.01183     1.78621
    1      1.08161     1.16388
    1      0.51883     1.90204
    1     -0.00400    -1.30591
    1     -0.86037    -1.03007
    1     -1.24379    -1.21059
    1     -0.16014    -1.37632
    1      0.68076     2.95397
    1      0.64328     0.98681
    1      0.56946     1.30851
    1      0.15060    -1.78686
    1      0.16024     0.88689
    1      0.12429    -0.46810
    1      0.48760     1.67934
    1      0.28533     0.22119
    1     -0.41889    -1.95135
    1      0.71055     1.36089
    1      0.63045     0.69753
    1      0.54615     0.58648
    1      0.41088     0.27447
    1      0.25471    -1.72407
    1     -0.02894    -1.60904
    1     -1.84470     0.06629
    1      1.02390     0.49786
    2      0.11493     0.05027
    2     -1.08047    -1.08321
    2      0.09181     0.12443
    2     -1.49858    -0.53732
    2      1.21019     1.99459
    2     -1.40942    -2.71421
    2      0.64368     0.09493
    2     -0.28269    -0.20635
    2      0.85860     1.49077
    2      0.36630     0.22308
    2      0.19725    -1.85981
    2      0.17602     0.97203
    2      0.58422    -1.06060
    2      0.65048     0.46481
    2      0.68356     0.10229
    2     -1.11081    -2.39022
    2     -0.11202    -1.13645
    2      0.87403     0.09651
    2      0.57528     1.22375
    2     -0.76234    -1.10394
    2      0.22942     0.11729
    2      0.52754     1.85404
    2     -0.53402    -0.76959
    2     -0.67975    -1.11452
    2      0.25582     0.18119
    2     -0.89800    -0.98547
    2      0.69573    -0.10998
    2     -0.78305    -0.97311
    2      0.72804    -0.67122
    2      0.51819     0.72801
    2      0.17754     0.54090
    2      0.15966    -0.06052
    2      0.32490     0.85294
    2      0.57921    -0.70451
    2      0.83796    -0.10234
    2     -0.18659     0.16915
    2      0.35018     0.10950
    2      0.50410     0.34798
    2     -0.24358     0.39969
    2     -0.73337    -0.93449
    2      0.45627     1.64499
    2      0.43244    -0.99488
    2      0.70760    -0.38591
    2     -0.10981     0.05935
    2      1.86944     1.16487
    2     -0.31320    -0.38613
    2      0.31425     1.10070
    2     -0.97930    -1.04696
    2     -0.74327    -1.99831
    2     -0.09749    -0.44715
    2      0.95328     0.30165
    2      1.32175     0.75843
    2      0.05868    -2.18934
    2      1.10947     1.50391
    2     -0.02862    -0.96521
    2      0.54104    -0.69640
    2      0.44948    -0.44245
    2     -0.67423    -0.01753
    2      0.14816     2.66881
    2     -0.57755    -0.89426
    2      0.16342     0.21713
    2     -0.36809    -1.71534
    2      1.89873     1.43473
    2     -1.02298     0.00792
    2      0.67554     0.63723
    2     -2.25571    -2.63636
    2      0.53396    -1.22679
    2      1.66885     1.46579
    2     -0.58031     0.03282
    2      1.79400     2.46156
    2      0.07483     0.71454
    2     -0.83996    -1.36111
    2      1.25611     2.78861
    2     -0.29185    -0.97644
    2      0.37305     0.54187
    2     -0.07913    -2.21038
    2     -0.37467    -1.03992
    2     -0.11725     0.41349
    2     -0.18606     0.61325
    2      0.12296    -0.09916
    2     -0.95154     0.46920
    2     -0.14585    -1.39810
    2     -0.40994    -2.28839
    2     -0.59797    -1.63573
    2     -0.96659    -0.03497
    2      0.72333     0.88551
    2     -0.34832     0.75583
    2      0.53505    -0.32623
    2     -0.43805    -2.22883
    2     -1.07849    -0.33127
    2     -0.92181    -2.13576
    2      0.08354    -0.40948
    2     -0.10542     0.72497
    2     -1.07728    -1.48979
    2      0.07254     2.12726
    2      0.28928    -0.99551
    2      0.56322    -0.15740
    2      0.82854    -0.18972
    2     -0.23828     0.42158
    2     -0.73387    -0.42701
    2      0.45582    -0.42863
    2     -0.83995    -0.08021
    2     -0.11220     0.01208
    2     -0.72549     0.39961
    2     -0.79837    -1.90270
    2     -0.71802    -1.66950
    2     -0.62608    -0.04659
    2     -0.14249    -1.57550
    2      0.09314    -0.16781
    2     -0.16516     0.01721
    2      0.14180    -0.56752
    2     -1.17335    -0.29777
    2      0.06799    -1.11170
    2     -1.22062    -1.02948
    2     -0.25464     0.40799
    2      0.62653     1.30089
    2     -0.12670     0.35529
    2     -0.37893     0.48649
    2     -0.13496     1.74799
    2     -0.47083    -0.34035
    2      0.77653     2.59959
    2      1.62300     1.14886
    2      0.26931    -0.78478
    2      0.34182     1.39240
    2      0.64478     0.66353
    2      0.32097     0.85365
    2      1.01183     1.85586
    2      1.08161     0.83754
    2      0.51883     1.33684
    2     -0.00400    -0.23098
    2     -0.86037    -1.01238
    2     -1.24379    -1.90177
    2     -0.16014    -0.60247
    2      0.68076     2.78045
    2      0.64328     1.16840
    2      0.56946     0.97609
    2      0.15060     0.18463
    2      0.16024    -2.44354
    2      0.12429    -0.00869
    2      0.48760     0.92841
    2      0.28533    -1.38799
    2     -0.41889     0.10420
    2      0.71055    -0.19308
    2      0.63045     0.95277
    2      0.54615     0.42377
    2      0.41088     0.26637
    2      0.25471     0.02545
    2     -0.02894     0.23123
    2     -1.84470    -1.53369
    2      1.02390     2.11215
    3      0.11493    -0.71341
    3     -1.08047    -0.60075
    3      0.09181    -0.71138
    3     -1.49858    -1.19197
    3      1.21019     1.83435
    3     -1.40942     0.07560
    3      0.64368    -0.54424
    3     -0.28269    -1.21400
    3      0.85860     3.09770
    3      0.36630     1.07924
    3      0.19725    -0.00786
    3      0.17602    -0.08365
    3      0.58422     1.20880
    3      0.65048     0.73428
    3      0.68356     0.80724
    3     -1.11081    -1.24149
    3     -0.11202    -0.41452
    3      0.87403     1.38401
    3      0.57528    -0.83095
    3     -0.76234    -1.94713
    3      0.22942    -0.88072
    3      0.52754    -1.21760
    3     -0.53402    -1.56688
    3     -0.67975    -0.13679
    3      0.25582    -0.47988
    3     -0.89800    -0.86356
    3      0.69573     2.03469
    3     -0.78305    -2.04922
    3      0.72804    -0.08962
    3      0.51819     0.83152
    3      0.17754    -1.89081
    3      0.15966    -0.34793
    3      0.32490    -0.96472
    3      0.57921     1.07595
    3      0.83796     1.30955
    3     -0.18659    -0.71577
    3      0.35018     0.80982
    3      0.50410    -0.12718
    3     -0.24358    -0.80453
    3     -0.73337    -1.58519
    3      0.45627     0.90309
    3      0.43244    -0.50350
    3      0.70760     2.07830
    3     -0.10981    -1.89296
    3      1.86944    -0.04561
    3     -0.31320    -1.12175
    3      0.31425    -0.01404
    3     -0.97930     1.68422
    3     -0.74327    -1.54705
    3     -0.09749     0.15692
    3      0.95328     2.12937
    3      1.32175    -0.38851
    3      0.05868    -0.12763
    3      1.10947     0.30911
    3     -0.02862    -0.75659
    3      0.54104     0.97336
    3      0.44948     0.65650
    3     -0.67423    -0.85577
    3      0.14816    -0.82808
    3     -0.57755     0.10639
    3      0.16342    -1.52092
    3     -0.36809     0.04427
    3      1.89873     2.22095
    3     -1.02298     0.23332
    3      0.67554    -0.35474
    3     -2.25571    -3.79213
    3      0.53396     1.57922
    3      1.66885     2.44137
    3     -0.58031    -0.20931
    3      1.79400     1.41582
    3      0.07483     0.39491
    3     -0.83996    -1.59058
    3      1.25611     2.10684
    3     -0.29185    -0.99584
    3      0.37305     0.47471
    3     -0.07913     1.00832
    3     -0.37467     0.47335
    3     -0.11725     0.40023
    3     -0.18606    -0.49082
    3      0.12296     1.24055
    3     -0.95154    -2.02552
    3     -0.14585    -1.92248
    3     -0.40994     0.75898
    3     -0.59797    -3.16295
    3     -0.96659    -2.27251
    3      0.72333     0.98791
    3     -0.34832    -0.49981
    3      0.53505     0.22250
    3     -0.43805    -0.71383
    3     -1.07849    -1.81593
    3     -0.92181    -0.03951
    3      0.08354    -0.49174
    3     -0.10542     0.13837
    3     -1.07728    -1.55486
    3      0.07254     0.95653
    3      0.28928     1.53509
    3      0.56322     2.03303
    3      0.82854     0.35590
    3     -0.23828     1.47639
    3     -0.73387    -2.19937
    3      0.45582     0.09361
    3     -0.83995    -0.64616
    3     -0.11220     0.11848
    3     -0.72549    -0.46927
    3     -0.79837    -1.34318
    3     -0.71802     0.64097
    3     -0.62608    -0.86230
    3     -0.14249    -0.37297
    3      0.09314     0.27927
    3     -0.16516    -0.13430
    3      0.14180    -1.25196
    3     -1.17335    -2.35979
    3      0.06799     1.00346
    3     -1.22062    -0.74320
    3     -0.25464    -0.52295
    3      0.62653     1.47648
    3     -0.12670     0.11268
    3     -0.37893    -0.76371
    3     -0.13496    -0.49359
    3     -0.47083    -1.07715
    3      0.77653     1.64653
    3      1.62300     0.25422
    3      0.26931    -0.04256
    3      0.34182     1.86637
    3      0.64478     0.47339
    3      0.32097    -0.48253
    3      1.01183     0.38326
    3      1.08161     1.44779
    3      0.51883     0.58826
    3     -0.00400    -0.79824
    3     -0.86037    -0.96172
    3     -1.24379    -2.27189
    3     -0.16014    -1.27767
    3      0.68076     1.95315
    3      0.64328     1.39768
    3      0.56946     0.23960
    3      0.15060     2.01213
    3      0.16024     1.33959
    3      0.12429     0.39316
    3      0.48760     1.09675
    3      0.28533     1.35569
    3     -0.41889    -1.44411
    3      0.71055    -0.47468
    3      0.63045     0.99617
    3      0.54615    -0.33081
    3      0.41088     0.31101
    3      0.25471     0.03698
    3     -0.02894     0.83571
    3     -1.84470    -1.39420
    3      1.02390     0.90425
    4      0.11493    -0.00084
    4     -1.08047    -0.16409
    4      0.09181    -1.06697
    4     -1.49858    -2.01358
    4      1.21019    -0.33069
    4     -1.40942    -2.31389
    4      0.64368     1.85992
    4     -0.28269    -0.05923
    4      0.85860     2.31119
    4      0.36630     0.41997
    4      0.19725     1.02170
    4      0.17602    -0.99503
    4      0.58422    -0.72923
    4      0.65048     1.24759
    4      0.68356     1.03952
    4     -1.11081    -0.40585
    4     -0.11202     0.17997
    4      0.87403     1.56709
    4      0.57528    -0.01713
    4     -0.76234    -1.28614
    4      0.22942    -0.02925
    4      0.52754     2.83927
    4     -0.53402    -1.72300
    4     -0.67975    -1.23581
    4      0.25582     0.75128
    4     -0.89800    -1.01397
    4      0.69573     0.37965
    4     -0.78305    -1.65742
    4      0.72804     0.15855
    4      0.51819     0.88400
    4      0.17754     0.65489
    4      0.15966     1.31844
    4      0.32490     2.27174
    4      0.57921     1.12158
    4      0.83796    -0.40243
    4     -0.18659     0.55610
    4      0.35018     2.40926
    4      0.50410    -0.04224
    4     -0.24358    -1.25060
    4     -0.73337    -1.25397
    4      0.45627     1.60589
    4      0.43244     0.07898
    4      0.70760    -0.60654
    4     -0.10981     1.31501
    4      1.86944     1.95455
    4     -0.31320     0.16489
    4      0.31425    -0.52945
    4     -0.97930    -2.31728
    4     -0.74327    -0.29209
    4     -0.09749     2.29795
    4      0.95328     0.27954
    4      1.32175     1.79564
    4      0.05868     1.73039
    4      1.10947     2.10798
    4     -0.02862     0.10933
    4      0.54104     0.56625
    4      0.44948     0.68394
    4     -0.67423    -0.27501
    4      0.14816    -0.70661
    4     -0.57755    -1.55877
    4      0.16342    -0.24271
    4     -0.36809     0.71758
    4      1.89873     2.40726
    4     -1.02298    -1.10923
    4      0.67554    -1.64704
    4     -2.25571    -2.09275
    4      0.53396    -0.08998
    4      1.66885     1.49859
    4     -0.58031    -1.17867
    4      1.79400     0.72049
    4      0.07483    -1.31242
    4     -0.83996     0.42137
    4      1.25611     2.64716
    4     -0.29185     0.78696
    4      0.37305     0.84279
    4     -0.07913    -0.14566
    4     -0.37467    -1.40190
    4     -0.11725    -0.64662
    4     -0.18606    -0.80551
    4      0.12296    -0.93444
    4     -0.95154    -0.64083
    4     -0.14585    -0.83001
    4     -0.40994    -0.52763
    4     -0.59797    -1.66983
    4     -0.96659    -1.36345
    4      0.72333    -1.35489
    4     -0.34832    -0.62453
    4      0.53505     1.56269
    4     -0.43805    -0.10975
    4     -1.07849    -1.06554
    4     -0.92181    -0.58994
    4      0.08354    -0.52225
    4     -0.10542     0.29821
    4     -1.07728    -2.05136
    4      0.07254     1.78116
    4      0.28928    -0.53186
    4      0.56322     1.03769
    4      0.82854     2.85640
    4     -0.23828    -0.82048
    4     -0.73387    -0.80996
    4      0.45582     0.44541
    4     -0.83995    -1.07844
    4     -0.11220    -1.25529
    4     -0.72549    -1.81805
    4     -0.79837     0.12508
    4     -0.71802    -2.57243
    4     -0.62608    -1.58404
    4     -0.14249     0.18681
    4      0.09314    -0.00358
    4     -0.16516    -0.44601
    4      0.14180     1.04019
    4     -1.17335    -1.50616
    4      0.06799     1.11344
    4     -1.22062    -1.68105
    4     -0.25464    -0.97102
    4      0.62653     2.50958
    4     -0.12670    -0.46963
    4     -0.37893    -1.40219
    4     -0.13496    -1.39798
    4     -0.47083    -2.54513
    4      0.77653     1.04412
    4      1.62300     1.46043
    4      0.26931     0.99514
    4      0.34182    -0.00767
    4      0.64478     1.99506
    4      0.32097     0.95652
    4      1.01183     0.80238
    4      1.08161     0.64070
    4      0.51883    -0.43490
    4     -0.00400    -1.24093
    4     -0.86037    -1.44541
    4     -1.24379    -2.28128
    4     -0.16014    -1.81133
    4      0.68076     0.81512
    4      0.64328     1.70762
    4      0.56946    -0.28596
    4      0.15060     1.23011
    4      0.16024     1.97996
    4      0.12429     0.64479
    4      0.48760     0.44386
    4      0.28533     0.66511
    4     -0.41889     1.51573
    4      0.71055     1.70600
    4      0.63045     0.73501
    4      0.54615     1.09339
    4      0.41088     0.39343
    4      0.25471     0.45001
    4     -0.02894    -0.52839
    4     -1.84470    -1.60426
    4      1.02390    -0.68158
    5      0.11493    -0.81351
    5     -1.08047     0.16100
    5      0.09181    -1.06831
    5     -1.49858    -2.64366
    5      1.21019     2.30471
    5     -1.40942    -1.70378
    5      0.64368     0.76851
    5     -0.28269     2.00019
    5      0.85860     1.84875
    5      0.36630    -1.98785
    5      0.19725     0.28215
    5      0.17602     1.05686
    5      0.58422     0.83687
    5      0.65048     1.14808
    5      0.68356    -0.47852
    5     -1.11081    -1.79592
    5     -0.11202     0.48359
    5      0.87403     0.04696
    5      0.57528     1.58316
    5     -0.76234     0.18577
    5      0.22942    -0.55797
    5      0.52754     0.20181
    5     -0.53402    -1.23395
    5     -0.67975    -0.22290
    5      0.25582     0.30248
    5     -0.89800    -0.64796
    5      0.69573     0.69317
    5     -0.78305    -4.37030
    5      0.72804     1.27762
    5      0.51819     0.86385
    5      0.17754     0.84151
    5      0.15966     0.03173
    5      0.32490    -0.02352
    5      0.57921    -0.20100
    5      0.83796     1.48116
    5     -0.18659    -1.20364
    5      0.35018     1.68967
    5      0.50410     0.78428
    5     -0.24358    -0.25098
    5     -0.73337    -1.05590
    5      0.45627     0.63437
    5      0.43244    -0.04896
    5      0.70760     0.71313
    5     -0.10981    -1.23928
    5      1.86944     3.35770
    5     -0.31320     0.83744
    5      0.31425    -0.71980
    5     -0.97930    -1.85803
    5     -0.74327    -0.06163
    5     -0.09749    -1.06424
    5      0.95328     0.56020
    5      1.32175     1.99476
    5      0.05868    -0.14858
    5      1.10947     0.28235
    5     -0.02862     1.03985
    5      0.54104    -0.47897
    5      0.44948     0.05730
    5     -0.67423    -1.31018
    5      0.14816     1.47038
    5     -0.57755     0.62644
    5      0.16342     0.33627
    5     -0.36809    -2.09476
    5      1.89873     0.75897
    5     -1.02298    -2.15867
    5      0.67554    -0.32401
    5     -2.25571    -1.12587
    5      0.53396     0.85141
    5      1.66885     1.26891
    5     -0.58031     0.21059
    5      1.79400     0.96777
    5      0.07483     2.28594
    5     -0.83996    -1.52838
    5      1.25611     1.48409
    5     -0.29185    -0.47926
    5      0.37305     0.71708
    5     -0.07913    -1.09132
    5     -0.37467     0.83492
    5     -0.11725    -0.84881
    5     -0.18606    -2.62261
    5      0.12296     0.49358
    5     -0.95154    -1.92451
    5     -0.14585     0.66922
    5     -0.40994    -0.93066
    5     -0.59797    -2.65879
    5     -0.96659     1.28462
    5      0.72333     1.71817
    5     -0.34832     0.00148
    5      0.53505    -0.55252
    5     -0.43805    -0.63770
    5     -1.07849    -0.56125
    5     -0.92181    -2.96366
    5      0.08354    -0.50255
    5     -0.10542    -0.05315
    5     -1.07728    -0.40888
    5      0.07254     0.81273
    5      0.28928     0.55572
    5      0.56322     0.18796
    5      0.82854     0.77716
    5     -0.23828    -1.52621
    5     -0.73387    -0.30469
    5      0.45582     1.25250
    5     -0.83995    -2.59919
    5     -0.11220    -1.92603
    5     -0.72549    -1.15316
    5     -0.79837    -0.96173
    5     -0.71802    -0.65318
    5     -0.62608    -0.24006
    5     -0.14249     0.78138
    5      0.09314     2.02704
    5     -0.16516    -1.52783
    5      0.14180     0.93860
    5     -1.17335    -0.26210
    5      0.06799    -0.55214
    5     -1.22062     0.62065
    5     -0.25464     0.44041
    5      0.62653     1.12509
    5     -0.12670     1.39656
    5     -0.37893    -0.16460
    5     -0.13496     0.28243
    5     -0.47083    -1.23618
    5      0.77653     0.30219
    5      1.62300     1.75692
    5      0.26931     0.66798
    5      0.34182    -2.53004
    5      0.64478    -0.49666
    5      0.32097     0.35524
    5      1.01183     1.15240
    5      1.08161     1.54727
    5      0.51883    -0.54442
    5     -0.00400    -0.37391
    5     -0.86037    -1.34670
    5     -1.24379    -2.01245
    5     -0.16014    -0.56067
    5      0.68076    -0.13769
    5      0.64328     2.31035
    5      0.56946     1.54968
    5      0.15060     1.59478
    5      0.16024    -2.41759
    5      0.12429     0.70482
    5      0.48760     0.38694
    5      0.28533    -0.38955
    5     -0.41889    -1.05854
    5      0.71055     2.91424
    5      0.63045     2.72024
    5      0.54615     3.91270
    5      0.41088     0.50638
    5      0.25471     1.09472
    5     -0.02894     0.47181
    5     -1.84470    -2.11468
    5      1.02390     1.16239
    6      0.11493    -0.04625
    6     -1.08047     0.32184
    6      0.09181    -0.80516
    6     -1.49858    -1.93866
    6      1.21019     1.59568
    6     -1.40942     0.24868
    6      0.64368    -1.47490
    6     -0.28269    -0.66789
    6      0.85860     1.38685
    6      0.36630     1.16482
    6      0.19725    -1.25595
    6      0.17602     1.57834
    6      0.58422    -0.46070
    6      0.65048     2.17099
    6      0.68356     0.96682
    6     -1.11081    -1.42512
    6     -0.11202     0.44625
    6      0.87403     0.40278
    6      0.57528     1.08622
    6     -0.76234     0.56480
    6      0.22942    -0.15560
    6      0.52754     1.10189
    6     -0.53402    -0.44132
    6     -0.67975    -0.92715
    6      0.25582    -1.83286
    6     -0.89800    -1.01130
    6      0.69573     1.03081
    6     -0.78305    -2.19200
    6      0.72804     2.69442
    6      0.51819     0.76437
    6      0.17754    -0.44255
    6      0.15966    -2.05260
    6      0.32490     0.28666
    6      0.57921    -0.36854
    6      0.83796     0.54221
    6     -0.18659     1.24665
    6      0.35018    -0.15654
    6      0.50410     1.79474
    6     -0.24358     0.80682
    6     -0.73337    -0.91376
    6      0.45627     0.50642
    6      0.43244     0.77911
    6      0.70760     1.27372
    6     -0.10981     0.71957
    6      1.86944     2.04804
    6     -0.31320     0.80728
    6      0.31425    -0.63627
    6     -0.97930     0.76969
    6     -0.74327    -0.70498
    6     -0.09749    -1.87193
    6      0.95328     2.04332
    6      1.32175    -0.35494
    6      0.05868    -0.94617
    6      1.10947     1.36486
    6     -0.02862    -0.70274
    6      0.54104     1.59590
    6      0.44948     0.51995
    6     -0.67423     0.45229
    6      0.14816    -0.22729
    6     -0.57755    -1.90831
    6      0.16342     1.60367
    6     -0.36809     0.35458
    6      1.89873     1.85170
    6     -1.02298    -1.67088
    6      0.67554    -1.12979
    6     -2.25571    -2.74607
    6      0.53396     0.43157
    6      1.66885     2.97382
    6     -0.58031    -0.36727
    6      1.79400     1.92233
    6      0.07483    -2.71278
    6     -0.83996    -1.20843
    6      1.25611     0.76839
    6     -0.29185    -0.05547
    6      0.37305     0.64382
    6     -0.07913     0.56980
    6     -0.37467    -1.77672
    6     -0.11725     0.39897
    6     -0.18606    -0.36283
    6      0.12296     0.38243
    6     -0.95154    -0.80033
    6     -0.14585     1.21453
    6     -0.40994    -0.02374
    6     -0.59797    -1.39185
    6     -0.96659    -1.55031
    6      0.72333    -0.35788
    6     -0.34832    -2.14028
    6      0.53505     0.42137
    6     -0.43805    -1.14512
    6     -1.07849    -1.44592
    6     -0.92181    -0.51187
    6      0.08354    -0.43633
    6     -0.10542    -0.04015
    6     -1.07728    -0.24956
    6      0.07254     1.54684
    6      0.28928     0.15543
    6      0.56322     0.90604
    6      0.82854     0.68614
    6     -0.23828     0.23389
    6     -0.73387    -1.92502
    6      0.45582     1.59448
    6     -0.83995     0.00900
    6     -0.11220    -1.82364
    6     -0.72549     0.11675
    6     -0.79837    -2.89185
    6     -0.71802    -1.31514
    6     -0.62608     0.76709
    6     -0.14249    -0.40035
    6      0.09314    -1.09670
    6     -0.16516    -1.17278
    6      0.14180    -0.73295
    6     -1.17335    -1.17021
    6      0.06799    -1.02118
    6     -1.22062    -1.55208
    6     -0.25464     0.45514
    6      0.62653     0.47036
    6     -0.12670    -1.16443
    6     -0.37893     0.42799
    6     -0.13496     0.66815
    6     -0.47083    -1.20384
    6      0.77653    -0.44341
    6      1.62300     3.26792
    6      0.26931    -0.11158
    6      0.34182    -0.54118
    6      0.64478     1.68240
    6      0.32097    -0.74347
    6      1.01183     0.81819
    6      1.08161     0.63871
    6      0.51883     0.12736
    6     -0.00400    -0.68706
    6     -0.86037    -1.28602
    6     -1.24379    -1.54256
    6     -0.16014    -0.46218
    6      0.68076    -0.55276
    6      0.64328     0.94594
    6      0.56946     1.43636
    6      0.15060     0.00043
    6      0.16024     0.18354
    6      0.12429     0.59037
    6      0.48760    -0.54652
    6      0.28533     1.18544
    6     -0.41889     0.60704
    6      0.71055     0.56876
    6      0.63045     1.86669
    6      0.54615     0.44824
    6      0.41088     0.64432
    6      0.25471     1.79620
    6     -0.02894     0.17931
    6     -1.84470    -3.04406
    6      1.02390     1.25105
    7      0.11493    -0.90396
    7     -1.08047     0.28710
    7      0.09181    -0.40378
    7     -1.49858    -0.77978
    7      1.21019    -0.39075
    7     -1.40942    -4.12858
    7      0.64368     0.92672
    7     -0.28269    -1.21345
    7      0.85860     2.82418
    7      0.36630    -0.00011
    7      0.19725     0.67725
    7      0.17602    -2.50909
    7      0.58422     2.51754
    7      0.65048     1.57600
    7      0.68356     2.78611
    7     -1.11081     0.40488
    7     -0.11202     0.10369
    7      0.87403     1.96431
    7      0.57528    -0.09114
    7     -0.76234    -0.81812
    7      0.22942     0.40254
    7      0.52754    -0.16067
    7     -0.53402     0.19236
    7     -0.67975    -0.72982
    7      0.25582     1.38168
    7     -0.89800    -0.65420
    7      0.69573     0.56718
    7     -0.78305    -1.51967
    7      0.72804     1.25341
    7      0.51819     0.59540
    7      0.17754     1.08817
    7      0.15966     1.09313
    7      0.32490     1.36557
    7      0.57921     0.99803
    7      0.83796     1.49942
    7     -0.18659    -0.38155
    7      0.35018    -1.15868
    7      0.50410     2.05570
    7     -0.24358     0.38478
    7     -0.73337    -0.81037
    7      0.45627     0.37561
    7      0.43244     1.06702
    7      0.70760    -0.70139
    7     -0.10981    -0.58353
    7      1.86944     1.01751
    7     -0.31320     0.28980
    7      0.31425    -0.35198
    7     -0.97930    -1.63588
    7     -0.74327    -2.93711
    7     -0.09749     0.17781
    7      0.95328     0.12437
    7      1.32175     1.19407
    7      0.05868     2.01522
    7      1.10947     1.70020
    7     -0.02862    -0.04454
    7      0.54104    -0.06745
    7      0.44948    -1.38431
    7     -0.67423    -1.02378
    7      0.14816    -0.48623
    7     -0.57755     0.77892
    7      0.16342     1.81324
    7     -0.36809     0.85492
    7      1.89873     4.13685
    7     -1.02298    -0.46997
    7      0.67554     0.01509
    7     -2.25571    -3.01120
    7      0.53396     0.52821
    7      1.66885    -0.54688
    7     -0.58031    -1.80635
    7      1.79400     2.74368
    7      0.07483     0.24961
    7     -0.83996     0.14806
    7      1.25611     0.75362
    7     -0.29185    -0.06430
    7      0.37305     0.57774
    7     -0.07913    -0.76474
    7     -0.37467     1.24132
    7     -0.11725     0.81184
    7     -0.18606     0.73901
    7      0.12296    -0.18116
    7     -0.95154    -0.34202
    7     -0.14585     0.48555
    7     -0.40994    -1.80704
    7     -0.59797    -1.80985
    7     -0.96659    -2.21944
    7      0.72333     0.55473
    7     -0.34832     1.03856
    7      0.53505     0.97132
    7     -0.43805     0.52880
    7     -1.07849    -1.10934
    7     -0.92181    -1.25795
    7      0.08354    -0.32789
    7     -0.10542    -0.25453
    7     -1.07728    -0.99712
    7      0.07254     0.66357
    7      0.28928    -0.39360
    7      0.56322     1.22042
    7      0.82854     1.53908
    7     -0.23828     0.76604
    7     -0.73387    -1.15007
    7      0.45582     1.51676
    7     -0.83995     0.72454
    7     -0.11220    -1.10661
    7     -0.72549    -0.99882
